market_id,close,split
2735405,2026-06-30 20:45:00+00:00,train
2735404,2026-06-30 20:45:00+00:00,train
2735402,2026-06-30 20:45:00+00:00,train
2735403,2026-06-30 20:45:00+00:00,train
2735491,2026-06-30 21:00:00+00:00,train
2735498,2026-06-30 21:00:00+00:00,train
2735499,2026-06-30 21:00:00+00:00,train
2735501,2026-06-30 21:00:00+00:00,train
2735504,2026-06-30 21:00:00+00:00,train
2735629,2026-06-30 21:15:00+00:00,train
2735630,2026-06-30 21:15:00+00:00,train
2735632,2026-06-30 21:15:00+00:00,train
2735633,2026-06-30 21:15:00+00:00,train
2735634,2026-06-30 21:15:00+00:00,train
2735690,2026-06-30 21:30:00+00:00,train
2735687,2026-06-30 21:30:00+00:00,train
2735678,2026-06-30 21:30:00+00:00,train
2735679,2026-06-30 21:30:00+00:00,train
2735681,2026-06-30 21:30:00+00:00,train
2735705,2026-06-30 21:45:00+00:00,train
2735710,2026-06-30 21:45:00+00:00,train
2735715,2026-06-30 21:45:00+00:00,train
2735717,2026-06-30 21:45:00+00:00,train
2735718,2026-06-30 21:45:00+00:00,train
2735843,2026-06-30 22:00:00+00:00,train
2735847,2026-06-30 22:00:00+00:00,train
2735850,2026-06-30 22:00:00+00:00,train
2735851,2026-06-30 22:00:00+00:00,train
2735852,2026-06-30 22:00:00+00:00,train
2736075,2026-06-30 22:15:00+00:00,train
2736077,2026-06-30 22:15:00+00:00,train
2736073,2026-06-30 22:15:00+00:00,train
2736065,2026-06-30 22:15:00+00:00,train
2736072,2026-06-30 22:15:00+00:00,train
2736104,2026-06-30 22:30:00+00:00,train
2736105,2026-06-30 22:30:00+00:00,train
2736107,2026-06-30 22:30:00+00:00,train
2736113,2026-06-30 22:30:00+00:00,train
2736116,2026-06-30 22:30:00+00:00,train
2736132,2026-06-30 22:45:00+00:00,train
2736135,2026-06-30 22:45:00+00:00,train
2736141,2026-06-30 22:45:00+00:00,train
2736143,2026-06-30 22:45:00+00:00,train
2736145,2026-06-30 22:45:00+00:00,train
2736210,2026-06-30 23:00:00+00:00,train
2736205,2026-06-30 23:00:00+00:00,train
2736203,2026-06-30 23:00:00+00:00,train
2736200,2026-06-30 23:00:00+00:00,train
2736201,2026-06-30 23:00:00+00:00,train
2737092,2026-06-30 23:15:00+00:00,train
2737094,2026-06-30 23:15:00+00:00,train
2737098,2026-06-30 23:15:00+00:00,train
2737102,2026-06-30 23:15:00+00:00,train
2737103,2026-06-30 23:15:00+00:00,train
2737135,2026-06-30 23:30:00+00:00,train
2737136,2026-06-30 23:30:00+00:00,train
2737138,2026-06-30 23:30:00+00:00,train
2737142,2026-06-30 23:30:00+00:00,train
2737143,2026-06-30 23:30:00+00:00,train
2737182,2026-06-30 23:45:00+00:00,train
2737180,2026-06-30 23:45:00+00:00,train
2737181,2026-06-30 23:45:00+00:00,train
2737179,2026-06-30 23:45:00+00:00,train
2737174,2026-06-30 23:45:00+00:00,train
2737258,2026-07-01 00:00:00+00:00,train
2737259,2026-07-01 00:00:00+00:00,train
2737260,2026-07-01 00:00:00+00:00,train
2737264,2026-07-01 00:00:00+00:00,train
2737265,2026-07-01 00:00:00+00:00,train
2737359,2026-07-01 00:15:00+00:00,train
2737360,2026-07-01 00:15:00+00:00,train
2737375,2026-07-01 00:15:00+00:00,train
2737378,2026-07-01 00:15:00+00:00,train
2737379,2026-07-01 00:15:00+00:00,train
2737453,2026-07-01 00:30:00+00:00,train
2737452,2026-07-01 00:30:00+00:00,train
2737447,2026-07-01 00:30:00+00:00,train
2737445,2026-07-01 00:30:00+00:00,train
2737441,2026-07-01 00:30:00+00:00,train
2737476,2026-07-01 00:45:00+00:00,train
2737477,2026-07-01 00:45:00+00:00,train
2737483,2026-07-01 00:45:00+00:00,train
2737486,2026-07-01 00:45:00+00:00,train
2737487,2026-07-01 00:45:00+00:00,train
2737547,2026-07-01 01:00:00+00:00,train
2737548,2026-07-01 01:00:00+00:00,train
2737552,2026-07-01 01:00:00+00:00,train
2737555,2026-07-01 01:00:00+00:00,train
2737558,2026-07-01 01:00:00+00:00,train
2737777,2026-07-01 01:15:00+00:00,train
2737772,2026-07-01 01:15:00+00:00,train
2737768,2026-07-01 01:15:00+00:00,train
2737766,2026-07-01 01:15:00+00:00,train
2737765,2026-07-01 01:15:00+00:00,train
2737800,2026-07-01 01:30:00+00:00,train
2737802,2026-07-01 01:30:00+00:00,train
2737807,2026-07-01 01:30:00+00:00,train
2737811,2026-07-01 01:30:00+00:00,train
2737812,2026-07-01 01:30:00+00:00,train
2737863,2026-07-01 01:45:00+00:00,train
2737864,2026-07-01 01:45:00+00:00,train
2737865,2026-07-01 01:45:00+00:00,train
2737870,2026-07-01 01:45:00+00:00,train
2737873,2026-07-01 01:45:00+00:00,train
2737944,2026-07-01 02:00:00+00:00,train
2737943,2026-07-01 02:00:00+00:00,train
2737940,2026-07-01 02:00:00+00:00,train
2737935,2026-07-01 02:00:00+00:00,train
2737933,2026-07-01 02:00:00+00:00,train
2737978,2026-07-01 02:15:00+00:00,train
2737980,2026-07-01 02:15:00+00:00,train
2737982,2026-07-01 02:15:00+00:00,train
2737983,2026-07-01 02:15:00+00:00,train
2737988,2026-07-01 02:15:00+00:00,train
2738010,2026-07-01 02:30:00+00:00,train
2738012,2026-07-01 02:30:00+00:00,train
2738013,2026-07-01 02:30:00+00:00,train
2738017,2026-07-01 02:30:00+00:00,train
2738021,2026-07-01 02:30:00+00:00,train
2738052,2026-07-01 02:45:00+00:00,train
2738050,2026-07-01 02:45:00+00:00,train
2738048,2026-07-01 02:45:00+00:00,train
2738043,2026-07-01 02:45:00+00:00,train
2738042,2026-07-01 02:45:00+00:00,train
2738110,2026-07-01 03:00:00+00:00,train
2738111,2026-07-01 03:00:00+00:00,train
2738114,2026-07-01 03:00:00+00:00,train
2738115,2026-07-01 03:00:00+00:00,train
2738116,2026-07-01 03:00:00+00:00,train
2738147,2026-07-01 03:15:00+00:00,train
2738153,2026-07-01 03:15:00+00:00,train
2738155,2026-07-01 03:15:00+00:00,train
2738156,2026-07-01 03:15:00+00:00,train
2738157,2026-07-01 03:15:00+00:00,train
2738193,2026-07-01 03:30:00+00:00,train
2738190,2026-07-01 03:30:00+00:00,train
2738189,2026-07-01 03:30:00+00:00,train
2738188,2026-07-01 03:30:00+00:00,train
2738181,2026-07-01 03:30:00+00:00,train
2738212,2026-07-01 03:45:00+00:00,train
2738213,2026-07-01 03:45:00+00:00,train
2738216,2026-07-01 03:45:00+00:00,train
2738220,2026-07-01 03:45:00+00:00,train
2738223,2026-07-01 03:45:00+00:00,train
2738275,2026-07-01 04:00:00+00:00,train
2738277,2026-07-01 04:00:00+00:00,train
2738278,2026-07-01 04:00:00+00:00,train
2738281,2026-07-01 04:00:00+00:00,train
2738283,2026-07-01 04:00:00+00:00,train
2738802,2026-07-01 04:15:00+00:00,train
2738798,2026-07-01 04:15:00+00:00,train
2738795,2026-07-01 04:15:00+00:00,train
2738782,2026-07-01 04:15:00+00:00,train
2738796,2026-07-01 04:15:00+00:00,train
2738817,2026-07-01 04:30:00+00:00,train
2738821,2026-07-01 04:30:00+00:00,train
2738825,2026-07-01 04:30:00+00:00,train
2738827,2026-07-01 04:30:00+00:00,train
2738830,2026-07-01 04:30:00+00:00,train
2738981,2026-07-01 04:45:00+00:00,train
2738972,2026-07-01 04:45:00+00:00,train
2738974,2026-07-01 04:45:00+00:00,train
2738975,2026-07-01 04:45:00+00:00,train
2738976,2026-07-01 04:45:00+00:00,train
2739076,2026-07-01 05:00:00+00:00,train
2739071,2026-07-01 05:00:00+00:00,train
2739067,2026-07-01 05:00:00+00:00,train
2739066,2026-07-01 05:00:00+00:00,train
2739069,2026-07-01 05:00:00+00:00,train
2739504,2026-07-01 05:15:00+00:00,train
2739498,2026-07-01 05:15:00+00:00,train
2739500,2026-07-01 05:15:00+00:00,train
2739502,2026-07-01 05:15:00+00:00,train
2739503,2026-07-01 05:15:00+00:00,train
2739533,2026-07-01 05:30:00+00:00,train
2739534,2026-07-01 05:30:00+00:00,train
2739526,2026-07-01 05:30:00+00:00,train
2739532,2026-07-01 05:30:00+00:00,train
2739537,2026-07-01 05:30:00+00:00,train
2739630,2026-07-01 05:45:00+00:00,train
2739625,2026-07-01 05:45:00+00:00,train
2739629,2026-07-01 05:45:00+00:00,train
2739623,2026-07-01 05:45:00+00:00,train
2739621,2026-07-01 05:45:00+00:00,train
2739684,2026-07-01 06:00:00+00:00,train
2739685,2026-07-01 06:00:00+00:00,train
2739691,2026-07-01 06:00:00+00:00,train
2739692,2026-07-01 06:00:00+00:00,train
2739694,2026-07-01 06:00:00+00:00,train
2739722,2026-07-01 06:15:00+00:00,train
2739725,2026-07-01 06:15:00+00:00,train
2739728,2026-07-01 06:15:00+00:00,train
2739729,2026-07-01 06:15:00+00:00,train
2739731,2026-07-01 06:15:00+00:00,train
2739757,2026-07-01 06:30:00+00:00,train
2739755,2026-07-01 06:30:00+00:00,train
2739752,2026-07-01 06:30:00+00:00,train
2739748,2026-07-01 06:30:00+00:00,train
2739746,2026-07-01 06:30:00+00:00,train
2739775,2026-07-01 06:45:00+00:00,train
2739777,2026-07-01 06:45:00+00:00,train
2739778,2026-07-01 06:45:00+00:00,train
2739781,2026-07-01 06:45:00+00:00,train
2739782,2026-07-01 06:45:00+00:00,train
2740247,2026-07-01 07:00:00+00:00,train
2740249,2026-07-01 07:00:00+00:00,train
2740253,2026-07-01 07:00:00+00:00,train
2740254,2026-07-01 07:00:00+00:00,train
2740256,2026-07-01 07:00:00+00:00,train
2740295,2026-07-01 07:15:00+00:00,train
2740293,2026-07-01 07:15:00+00:00,train
2740291,2026-07-01 07:15:00+00:00,train
2740284,2026-07-01 07:15:00+00:00,train
2740283,2026-07-01 07:15:00+00:00,train
2740314,2026-07-01 07:30:00+00:00,train
2740316,2026-07-01 07:30:00+00:00,train
2740317,2026-07-01 07:30:00+00:00,train
2740320,2026-07-01 07:30:00+00:00,train
2740323,2026-07-01 07:30:00+00:00,train
2740363,2026-07-01 07:45:00+00:00,train
2740364,2026-07-01 07:45:00+00:00,train
2740366,2026-07-01 07:45:00+00:00,train
2740367,2026-07-01 07:45:00+00:00,train
2740368,2026-07-01 07:45:00+00:00,train
2740471,2026-07-01 08:00:00+00:00,train
2740466,2026-07-01 08:00:00+00:00,train
2740465,2026-07-01 08:00:00+00:00,train
2740464,2026-07-01 08:00:00+00:00,train
2740463,2026-07-01 08:00:00+00:00,train
2740505,2026-07-01 08:15:00+00:00,train
2740508,2026-07-01 08:15:00+00:00,train
2740509,2026-07-01 08:15:00+00:00,train
2740510,2026-07-01 08:15:00+00:00,train
2740512,2026-07-01 08:15:00+00:00,train
2740549,2026-07-01 08:30:00+00:00,train
2740558,2026-07-01 08:30:00+00:00,train
2740559,2026-07-01 08:30:00+00:00,train
2740560,2026-07-01 08:30:00+00:00,train
2740561,2026-07-01 08:30:00+00:00,train
2740593,2026-07-01 08:45:00+00:00,train
2740589,2026-07-01 08:45:00+00:00,train
2740587,2026-07-01 08:45:00+00:00,train
2740588,2026-07-01 08:45:00+00:00,train
2740582,2026-07-01 08:45:00+00:00,train
2740672,2026-07-01 09:00:00+00:00,train
2740673,2026-07-01 09:00:00+00:00,train
2740675,2026-07-01 09:00:00+00:00,train
2740682,2026-07-01 09:00:00+00:00,train
2740683,2026-07-01 09:00:00+00:00,train
2740709,2026-07-01 09:15:00+00:00,train
2740714,2026-07-01 09:15:00+00:00,train
2740715,2026-07-01 09:15:00+00:00,train
2740720,2026-07-01 09:15:00+00:00,train
2740721,2026-07-01 09:15:00+00:00,train
2740755,2026-07-01 09:30:00+00:00,train
2740754,2026-07-01 09:30:00+00:00,train
2740748,2026-07-01 09:30:00+00:00,train
2740744,2026-07-01 09:30:00+00:00,train
2740742,2026-07-01 09:30:00+00:00,train
2740773,2026-07-01 09:45:00+00:00,train
2740774,2026-07-01 09:45:00+00:00,train
2740776,2026-07-01 09:45:00+00:00,train
2740781,2026-07-01 09:45:00+00:00,train
2740782,2026-07-01 09:45:00+00:00,train
2740895,2026-07-01 10:00:00+00:00,train
2740897,2026-07-01 10:00:00+00:00,train
2740898,2026-07-01 10:00:00+00:00,train
2740902,2026-07-01 10:00:00+00:00,train
2740907,2026-07-01 10:00:00+00:00,train
2741201,2026-07-01 10:15:00+00:00,train
2741200,2026-07-01 10:15:00+00:00,train
2741194,2026-07-01 10:15:00+00:00,train
2741193,2026-07-01 10:15:00+00:00,train
2741195,2026-07-01 10:15:00+00:00,train
2741258,2026-07-01 10:30:00+00:00,train
2741259,2026-07-01 10:30:00+00:00,train
2741263,2026-07-01 10:30:00+00:00,train
2741264,2026-07-01 10:30:00+00:00,train
2741267,2026-07-01 10:30:00+00:00,train
2741349,2026-07-01 10:45:00+00:00,train
2741344,2026-07-01 10:45:00+00:00,train
2741351,2026-07-01 10:45:00+00:00,train
2741338,2026-07-01 10:45:00+00:00,train
2741341,2026-07-01 10:45:00+00:00,train
2741453,2026-07-01 11:00:00+00:00,train
2741454,2026-07-01 11:00:00+00:00,train
2741459,2026-07-01 11:00:00+00:00,train
2741461,2026-07-01 11:00:00+00:00,train
2741466,2026-07-01 11:00:00+00:00,train
2742653,2026-07-01 11:15:00+00:00,train
2742654,2026-07-01 11:15:00+00:00,train
2742655,2026-07-01 11:15:00+00:00,train
2742656,2026-07-01 11:15:00+00:00,train
2742660,2026-07-01 11:15:00+00:00,train
2742705,2026-07-01 11:30:00+00:00,train
2742698,2026-07-01 11:30:00+00:00,train
2742707,2026-07-01 11:30:00+00:00,train
2742695,2026-07-01 11:30:00+00:00,train
2742697,2026-07-01 11:30:00+00:00,train
2742729,2026-07-01 11:45:00+00:00,train
2742733,2026-07-01 11:45:00+00:00,train
2742726,2026-07-01 11:45:00+00:00,train
2742727,2026-07-01 11:45:00+00:00,train
2742735,2026-07-01 11:45:00+00:00,train
2742811,2026-07-01 12:00:00+00:00,train
2742808,2026-07-01 12:00:00+00:00,train
2742807,2026-07-01 12:00:00+00:00,train
2742802,2026-07-01 12:00:00+00:00,train
2742801,2026-07-01 12:00:00+00:00,train
2743264,2026-07-01 12:15:00+00:00,train
2743271,2026-07-01 12:15:00+00:00,train
2743272,2026-07-01 12:15:00+00:00,train
2743274,2026-07-01 12:15:00+00:00,train
2743277,2026-07-01 12:15:00+00:00,train
2743309,2026-07-01 12:30:00+00:00,train
2743310,2026-07-01 12:30:00+00:00,train
2743312,2026-07-01 12:30:00+00:00,train
2743317,2026-07-01 12:30:00+00:00,train
2743320,2026-07-01 12:30:00+00:00,train
2743350,2026-07-01 12:45:00+00:00,train
2743349,2026-07-01 12:45:00+00:00,train
2743348,2026-07-01 12:45:00+00:00,train
2743343,2026-07-01 12:45:00+00:00,train
2743342,2026-07-01 12:45:00+00:00,train
2743461,2026-07-01 13:00:00+00:00,train
2743471,2026-07-01 13:00:00+00:00,train
2743472,2026-07-01 13:00:00+00:00,train
2743473,2026-07-01 13:00:00+00:00,train
2743474,2026-07-01 13:00:00+00:00,train
2743528,2026-07-01 13:15:00+00:00,train
2743530,2026-07-01 13:15:00+00:00,train
2743532,2026-07-01 13:15:00+00:00,train
2743533,2026-07-01 13:15:00+00:00,train
2743534,2026-07-01 13:15:00+00:00,train
2743571,2026-07-01 13:30:00+00:00,train
2743570,2026-07-01 13:30:00+00:00,train
2743563,2026-07-01 13:30:00+00:00,train
2743562,2026-07-01 13:30:00+00:00,train
2743558,2026-07-01 13:30:00+00:00,train
2743588,2026-07-01 13:45:00+00:00,train
2743590,2026-07-01 13:45:00+00:00,train
2743593,2026-07-01 13:45:00+00:00,train
2743595,2026-07-01 13:45:00+00:00,train
2743596,2026-07-01 13:45:00+00:00,train
2743712,2026-07-01 14:00:00+00:00,train
2743713,2026-07-01 14:00:00+00:00,train
2743714,2026-07-01 14:00:00+00:00,train
2743715,2026-07-01 14:00:00+00:00,train
2743721,2026-07-01 14:00:00+00:00,train
2743759,2026-07-01 14:15:00+00:00,train
2743758,2026-07-01 14:15:00+00:00,train
2743757,2026-07-01 14:15:00+00:00,train
2743756,2026-07-01 14:15:00+00:00,train
2743751,2026-07-01 14:15:00+00:00,train
2743819,2026-07-01 14:30:00+00:00,train
2743821,2026-07-01 14:30:00+00:00,train
2743826,2026-07-01 14:30:00+00:00,train
2743829,2026-07-01 14:30:00+00:00,train
2743832,2026-07-01 14:30:00+00:00,train
2743859,2026-07-01 14:45:00+00:00,train
2743860,2026-07-01 14:45:00+00:00,train
2743862,2026-07-01 14:45:00+00:00,train
2743866,2026-07-01 14:45:00+00:00,train
2743867,2026-07-01 14:45:00+00:00,train
2743976,2026-07-01 15:00:00+00:00,train
2743972,2026-07-01 15:00:00+00:00,train
2743969,2026-07-01 15:00:00+00:00,train
2743964,2026-07-01 15:00:00+00:00,train
2743963,2026-07-01 15:00:00+00:00,train
2744004,2026-07-01 15:15:00+00:00,train
2744006,2026-07-01 15:15:00+00:00,train
2744007,2026-07-01 15:15:00+00:00,train
2744009,2026-07-01 15:15:00+00:00,train
2744011,2026-07-01 15:15:00+00:00,train
2744046,2026-07-01 15:30:00+00:00,train
2744047,2026-07-01 15:30:00+00:00,train
2744054,2026-07-01 15:30:00+00:00,train
2744057,2026-07-01 15:30:00+00:00,train
2744058,2026-07-01 15:30:00+00:00,train
2744111,2026-07-01 15:45:00+00:00,train
2744105,2026-07-01 15:45:00+00:00,train
2744104,2026-07-01 15:45:00+00:00,train
2744101,2026-07-01 15:45:00+00:00,train
2744099,2026-07-01 15:45:00+00:00,train
2744173,2026-07-01 16:00:00+00:00,train
2744174,2026-07-01 16:00:00+00:00,train
2744176,2026-07-01 16:00:00+00:00,train
2744181,2026-07-01 16:00:00+00:00,train
2744185,2026-07-01 16:00:00+00:00,train
2744495,2026-07-01 16:15:00+00:00,train
2744496,2026-07-01 16:15:00+00:00,train
2744502,2026-07-01 16:15:00+00:00,train
2744506,2026-07-01 16:15:00+00:00,train
2744510,2026-07-01 16:15:00+00:00,train
2744564,2026-07-01 16:30:00+00:00,train
2744563,2026-07-01 16:30:00+00:00,train
2744560,2026-07-01 16:30:00+00:00,train
2744556,2026-07-01 16:30:00+00:00,train
2744554,2026-07-01 16:30:00+00:00,train
2744617,2026-07-01 16:45:00+00:00,train
2744619,2026-07-01 16:45:00+00:00,train
2744623,2026-07-01 16:45:00+00:00,train
2744625,2026-07-01 16:45:00+00:00,train
2744630,2026-07-01 16:45:00+00:00,train
2744696,2026-07-01 17:00:00+00:00,train
2744698,2026-07-01 17:00:00+00:00,train
2744700,2026-07-01 17:00:00+00:00,train
2744701,2026-07-01 17:00:00+00:00,train
2744709,2026-07-01 17:00:00+00:00,train
2745505,2026-07-01 17:15:00+00:00,train
2745500,2026-07-01 17:15:00+00:00,train
2745499,2026-07-01 17:15:00+00:00,train
2745497,2026-07-01 17:15:00+00:00,train
2745495,2026-07-01 17:15:00+00:00,train
2745563,2026-07-01 17:30:00+00:00,train
2745564,2026-07-01 17:30:00+00:00,train
2745565,2026-07-01 17:30:00+00:00,train
2745570,2026-07-01 17:30:00+00:00,train
2745574,2026-07-01 17:30:00+00:00,train
2745629,2026-07-01 17:45:00+00:00,train
2745630,2026-07-01 17:45:00+00:00,train
2745632,2026-07-01 17:45:00+00:00,train
2745637,2026-07-01 17:45:00+00:00,train
2745639,2026-07-01 17:45:00+00:00,train
2745710,2026-07-01 18:00:00+00:00,train
2745709,2026-07-01 18:00:00+00:00,train
2745712,2026-07-01 18:00:00+00:00,train
