measure,n,days,win_rate,pnl,expectancy,avg_win,avg_loss,payoff,max_drawdown,median,top1,top3_share,top5_share,ex_top5_pnl,entry_policy,entry_rule,asset,variant,price_bin,status,exp_ci95,p_perm,day_var,holm_adj_p
gross,24,17,0.875,4.4257,0.184403,0.3536,-1.0,0.3536,2.3257,0.316,0.4286,0.2905,0.4842,2.2828,FUNNEL,FUNNEL_OBSERVED,SOL,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.054218, 0.369879]",0.027986,0.408744,1.0
gross,27,18,0.963,3.5776,0.132504,0.1761,-1.0,0.1761,1.0,0.1628,0.25,0.2053,0.328,2.404,FUNNEL,FUNNEL_OBSERVED,SOL,YES_FAVORITE,"[0.80,0.90)",OK,"[0.035517, 0.187555]",0.0005,0.076136,0.1545
gross,25,14,0.8,-3.7681,-0.150726,0.0616,-1.0,0.0616,4.0059,0.0638,0.1111,-0.0852,-0.1314,-4.2632,FUNNEL,FUNNEL_OBSERVED,SOL,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.319849, -0.013779]",0.974513,0.2461,1.0
gross,3,2,0.0,-3.0,-1.0,0.0,-1.0,0.0,3.0,-1.0,-1.0,1.0,1.0,0.0,FUNNEL,FUNNEL_OBSERVED,SOL,YES_OUTSIDER,"[0.01,0.05)",INSUFFICIENT_SAMPLE,,,,
gross,1,1,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,FUNNEL,FUNNEL_OBSERVED,SOL,YES_OUTSIDER,"[0.05,0.10)",INSUFFICIENT_SAMPLE,,,,
gross,1,1,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,FUNNEL,FUNNEL_OBSERVED,SOL,YES_OUTSIDER,"[0.10,0.15)",INSUFFICIENT_SAMPLE,,,,
gross,6,2,0.0,-6.0,-1.0,0.0,-1.0,0.0,6.0,-1.0,-1.0,0.5,0.8333,-1.0,FUNNEL,FUNNEL_OBSERVED,SOL,YES_OUTSIDER,"[0.20,0.25)",INSUFFICIENT_SAMPLE,,,,
gross,5,5,0.4,1.8966,0.37931,2.4483,-1.0,2.4483,2.0,-1.0,2.4483,2.0545,1.0,0.0,FUNNEL,FUNNEL_OBSERVED,SOL,YES_OUTSIDER,"[0.25,0.30)",INSUFFICIENT_SAMPLE,,,,
gross,45,20,0.2667,-7.2176,-0.160391,2.1485,-1.0,2.1485,15.4207,-1.0,2.3333,-0.9699,-1.6015,-18.7767,FUNNEL,FUNNEL_OBSERVED,SOL,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.565145, 0.324074]",0.751124,5.381409,1.0
gross,110,27,0.4182,13.5526,0.123205,1.6859,-1.0,1.6859,8.3363,-1.0,1.8571,0.4111,0.6852,4.2668,FUNNEL,FUNNEL_OBSERVED,SOL,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.103773, 0.38537]",0.144428,6.787875,1.0
gross,595,29,0.4454,-17.7773,-0.029878,1.1782,-1.0,1.1782,32.0332,-1.0,1.5,-0.2531,-0.4219,-25.2773,FUNNEL,FUNNEL_OBSERVED,SOL,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.108039, 0.053129]",0.772614,21.543367,1.0
gross,155,28,0.4903,-3.0,-0.019355,1.0,-1.0,1.0,16.0,-1.0,1.0,-1.0,-1.6667,-8.0,FUNNEL,FUNNEL_OBSERVED,SOL,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.186667, 0.152941]",0.586707,5.952806,1.0
gross,3,3,1.0,0.007,0.00234,0.0023,0.0,,0.0,0.002,0.004,1.0,1.0,0.0,FUNNEL,FUNNEL_OBSERVED,XRP,NO_FAVORITE,ABOVE_0.99,INSUFFICIENT_SAMPLE,,,,
gross,277,29,0.4838,-22.9135,-0.08272,0.8962,-1.0,0.8962,29.3624,-1.0,0.9608,-0.1258,-0.2097,-27.7174,FUNNEL,FUNNEL_OBSERVED,XRP,NO_FAVORITE,"[0.50,0.60)",OK,"[-0.192826, 0.038527]",0.912044,9.759671,1.0
gross,49,21,0.7551,8.8393,0.180394,0.5632,-1.0,0.5632,2.5075,0.4925,0.6667,0.2263,0.3771,5.506,FUNNEL,FUNNEL_OBSERVED,XRP,NO_FAVORITE,"[0.60,0.70)",OK,"[0.016127, 0.355982]",0.013993,0.841182,1.0
gross,37,19,0.7297,-0.7773,-0.021008,0.3416,-1.0,0.3416,3.6782,0.2821,0.4286,-1.6023,-2.6532,-2.8397,FUNNEL,FUNNEL_OBSERVED,XRP,NO_FAVORITE,"[0.70,0.80)",OK,"[-0.201679, 0.163178]",0.595202,0.682055,1.0
gross,57,23,0.807,-2.7124,-0.047586,0.1802,-1.0,0.1802,4.7432,0.1628,0.25,-0.2765,-0.4495,-3.9315,FUNNEL,FUNNEL_OBSERVED,XRP,NO_FAVORITE,"[0.80,0.90)",OK,"[-0.173399, 0.070793]",0.763618,0.572042,1.0
gross,39,19,0.8462,-3.7935,-0.097269,0.0669,-1.0,0.0669,4.2048,0.0638,0.1111,-0.0879,-0.1464,-4.349,FUNNEL,FUNNEL_OBSERVED,XRP,NO_FAVORITE,"[0.90,0.99]",OK,"[-0.281465, 0.061984]",0.84008,0.826434,1.0
gross,2,2,0.0,-2.0,-1.0,0.0,-1.0,0.0,2.0,-1.0,-1.0,1.0,1.0,0.0,FUNNEL,FUNNEL_OBSERVED,XRP,NO_OUTSIDER,"[0.10,0.15)",INSUFFICIENT_SAMPLE,,,,
gross,2,2,0.5,3.5556,1.777778,4.5556,-1.0,4.5556,1.0,1.7778,4.5556,1.0,1.0,0.0,FUNNEL,FUNNEL_OBSERVED,XRP,NO_OUTSIDER,"[0.15,0.20)",INSUFFICIENT_SAMPLE,,,,
gross,3,3,0.0,-3.0,-1.0,0.0,-1.0,0.0,3.0,-1.0,-1.0,1.0,1.0,0.0,FUNNEL,FUNNEL_OBSERVED,XRP,NO_OUTSIDER,"[0.20,0.25)",INSUFFICIENT_SAMPLE,,,,
gross,16,11,0.1875,-5.1341,-0.320884,2.622,-1.0,2.622,6.9803,-1.0,2.8462,-1.5321,-1.1425,-11.0,FUNNEL,FUNNEL_OBSERVED,XRP,NO_OUTSIDER,"[0.25,0.30)",OK,"[-1.0, 0.137293]",0.921039,1.262415,1.0
gross,41,23,0.3902,6.9729,0.170071,1.9983,-1.0,1.9983,8.9035,-1.0,2.2258,0.9151,1.4975,-3.4688,FUNNEL,FUNNEL_OBSERVED,XRP,NO_OUTSIDER,"[0.30,0.35)",OK,"[-0.31484, 0.661699]",0.252874,4.781795,1.0
gross,93,27,0.2688,-25.8597,-0.278061,1.6856,-1.0,1.6856,30.719,-1.0,1.8571,-0.2154,-0.3529,-34.9867,FUNNEL,FUNNEL_OBSERVED,XRP,NO_OUTSIDER,"[0.35,0.40)",OK,"[-0.470558, -0.094502]",0.999,2.429254,1.0
gross,785,29,0.428,-53.9578,-0.068736,1.1757,-1.0,1.1757,67.299,-1.0,1.5,-0.0834,-0.139,-61.4578,FUNNEL,FUNNEL_OBSERVED,XRP,NO_OUTSIDER,"[0.40,0.50)",OK,"[-0.153104, 0.010673]",0.947526,37.022711,1.0
gross,239,30,0.477,-11.0,-0.046025,1.0,-1.0,1.0,13.0,-1.0,1.0,-0.2727,-0.4545,-16.0,FUNNEL,FUNNEL_OBSERVED,XRP,NO_OUTSIDER,"[0.50,0.60)",OK,"[-0.130045, 0.03937]",0.864068,3.498889,1.0
gross,2,1,1.0,0.002,0.001001,0.001,0.0,,0.0,0.001,0.001,1.0,1.0,0.0,FUNNEL,FUNNEL_OBSERVED,XRP,YES_FAVORITE,ABOVE_0.99,INSUFFICIENT_SAMPLE,,,,
gross,96,23,0.4167,-20.2017,-0.210435,0.895,-1.0,0.895,21.7537,-1.0,0.9608,-0.1427,-0.2378,-25.0056,FUNNEL,FUNNEL_OBSERVED,XRP,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.349225, -0.050973]",0.992504,3.035457,1.0
gross,15,11,0.6667,0.7341,0.04894,0.5734,-1.0,0.5734,2.7742,0.5625,0.6129,2.5047,4.1396,-2.3048,FUNNEL,FUNNEL_OBSERVED,XRP,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.257393, 0.558877]",0.425287,0.695654,1.0
gross,15,11,0.6,-2.91,-0.193997,0.3433,-1.0,0.3433,4.6248,0.2821,0.4286,-0.4213,-0.6566,-4.8205,FUNNEL,FUNNEL_OBSERVED,XRP,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.5165, 0.330566]",0.816592,1.36805,1.0
gross,13,9,0.8462,0.0117,0.000901,0.1829,-1.0,0.1829,1.0,0.1765,0.25,58.8507,93.8685,-1.0873,FUNNEL,FUNNEL_OBSERVED,XRP,YES_FAVORITE,"[0.80,0.90)",INSUFFICIENT_SAMPLE,,,,
gross,11,7,0.9091,-0.3372,-0.030658,0.0663,-1.0,0.0663,1.0,0.0417,0.1111,-0.9884,-1.5041,-0.8445,FUNNEL,FUNNEL_OBSERVED,XRP,YES_FAVORITE,"[0.90,0.99]",INSUFFICIENT_SAMPLE,,,,
gross,1,1,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,FUNNEL,FUNNEL_OBSERVED,XRP,YES_OUTSIDER,"[0.05,0.10)",INSUFFICIENT_SAMPLE,,,,
gross,1,1,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,FUNNEL,FUNNEL_OBSERVED,XRP,YES_OUTSIDER,"[0.15,0.20)",INSUFFICIENT_SAMPLE,,,,
gross,3,2,0.3333,1.3478,0.449275,3.3478,-1.0,3.3478,2.0,-1.0,3.3478,1.0,1.0,0.0,FUNNEL,FUNNEL_OBSERVED,XRP,YES_OUTSIDER,"[0.20,0.25)",INSUFFICIENT_SAMPLE,,,,
gross,13,7,0.2308,-2.4089,-0.185297,2.5304,-1.0,2.5304,5.0,-1.0,2.5714,-3.1513,-2.3211,-8.0,FUNNEL,FUNNEL_OBSERVED,XRP,YES_OUTSIDER,"[0.25,0.30)",INSUFFICIENT_SAMPLE,,,,
gross,19,11,0.5263,12.1102,0.637377,2.111,-1.0,2.111,2.0,1.9412,2.3333,0.5691,0.9123,1.0624,FUNNEL,FUNNEL_OBSERVED,XRP,YES_OUTSIDER,"[0.30,0.35)",OK,"[0.105169, 1.075839]",0.010495,2.57046,1.0
gross,60,21,0.2833,-14.8692,-0.24782,1.6548,-1.0,1.6548,23.1623,-1.0,1.8571,-0.364,-0.593,-23.6873,FUNNEL,FUNNEL_OBSERVED,XRP,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.582453, 0.047542]",0.945527,4.220638,1.0
gross,527,30,0.4156,-47.6654,-0.090447,1.1887,-1.0,1.1887,52.7611,-1.0,1.5,-0.0944,-0.1573,-55.1654,FUNNEL,FUNNEL_OBSERVED,XRP,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.179043, 0.002481]",0.975012,21.55324,1.0
gross,103,29,0.4757,-5.0,-0.048544,1.0,-1.0,1.0,11.0,-1.0,1.0,-0.6,-1.0,-10.0,FUNNEL,FUNNEL_OBSERVED,XRP,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.243243, 0.147826]",0.725637,3.453032,1.0
gross,278,28,0.5755,16.0163,0.057612,0.8376,-1.0,0.8376,18.8326,0.7241,0.9608,0.18,0.2999,11.2123,GRID,T-12,BTC,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.051463, 0.163095]",0.158921,8.518366,1.0
gross,261,28,0.6973,21.082,0.080774,0.5499,-1.0,0.5499,5.5856,0.4925,0.6667,0.0949,0.1581,17.7487,GRID,T-12,BTC,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.000213, 0.162314]",0.021489,3.984755,1.0
gross,203,28,0.7291,-2.73,-0.013448,0.3532,-1.0,0.3532,8.2406,0.3158,0.4286,-0.471,-0.7849,-4.8729,GRID,T-12,BTC,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.091138, 0.054738]",0.672164,1.81101,1.0
gross,145,28,0.8483,2.145,0.014793,0.1963,-1.0,0.1963,4.1593,0.1765,0.25,0.3496,0.5827,0.895,GRID,T-12,BTC,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.036651, 0.068776]",0.312344,0.596149,1.0
gross,20,15,1.0,1.6688,0.08344,0.0834,0.0,,0.0,0.087,0.1111,0.1997,0.3329,1.1132,GRID,T-12,BTC,YES_FAVORITE,"[0.90,0.99]",OK,"[0.072158, 0.093785]",0.0005,0.001591,0.1545
gross,7,6,0.0,-7.0,-1.0,0.0,-1.0,0.0,7.0,-1.0,-1.0,0.4286,0.7143,-2.0,GRID,T-12,BTC,YES_OUTSIDER,"[0.05,0.10)",INSUFFICIENT_SAMPLE,,,,
gross,31,21,0.0968,-2.8182,-0.090909,8.3939,-1.0,8.3939,13.0,-1.0,9.0,-8.9355,-8.2258,-26.0,GRID,T-12,BTC,YES_OUTSIDER,"[0.10,0.15)",OK,"[-1.0, 0.983471]",0.54023,10.818275,1.0
gross,62,25,0.1935,7.9789,0.128692,4.8316,-1.0,4.8316,10.0,-1.0,5.6667,2.0784,3.3022,-18.3691,GRID,T-12,BTC,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.29972, 0.541897]",0.269865,7.021819,1.0
gross,97,26,0.2062,-6.3648,-0.065616,3.5318,-1.0,3.5318,11.6667,-1.0,4.0,-1.8854,-3.0675,-25.8886,GRID,T-12,BTC,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.339867, 0.23521]",0.673663,7.515813,1.0
gross,115,26,0.2348,-16.1821,-0.140714,2.6599,-1.0,2.6599,32.4319,-1.0,3.0,-0.5467,-0.8984,-30.7205,GRID,T-12,BTC,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.440856, 0.163836]",0.821589,12.013079,1.0
gross,135,28,0.2963,-12.3275,-0.091315,2.0668,-1.0,2.0668,18.9792,-1.0,2.3333,-0.5504,-0.9115,-23.564,GRID,T-12,BTC,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.328327, 0.180356]",0.751624,11.263962,1.0
gross,162,28,0.3642,-2.9795,-0.018392,1.6953,-1.0,1.6953,16.2691,-1.0,1.8571,-1.8699,-3.1165,-12.2652,GRID,T-12,BTC,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.177737, 0.156855]",0.570215,6.910839,1.0
gross,284,28,0.4085,-25.1657,-0.088612,1.2313,-1.0,1.2313,33.2523,-1.0,1.5,-0.1788,-0.298,-32.6657,GRID,T-12,BTC,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.206282, 0.02432]",0.928036,9.976232,1.0
gross,57,21,0.5088,0.0838,0.00147,0.9684,-1.0,0.9684,6.0784,0.8519,1.0,35.8025,59.6709,-4.9162,GRID,T-12,BTC,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.213072, 0.234141]",0.48026,1.881035,1.0
gross,4,3,0.5,-1.8947,-0.473684,0.0526,-1.0,0.0526,1.9474,-0.4737,0.0526,0.4722,1.0,0.0,GRID,T-12,BTC,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,,,,
gross,182,28,0.5385,-6.4924,-0.035673,0.7909,-1.0,0.7909,20.0798,0.6949,0.9608,-0.444,-0.7283,-11.2209,GRID,T-12,DOGE,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.163599, 0.091441]",0.709645,4.854567,1.0
gross,282,28,0.6489,-1.1502,-0.004079,0.5347,-1.0,0.5347,14.5879,0.4706,0.6667,-1.7388,-2.8979,-4.4836,GRID,T-12,DOGE,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.098188, 0.077735]",0.54023,5.438818,1.0
gross,201,28,0.7313,-3.4839,-0.017333,0.3436,-1.0,0.3436,9.7059,0.2987,0.4286,-0.369,-0.6151,-5.6267,GRID,T-12,DOGE,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.103955, 0.060328]",0.656672,2.296685,1.0
gross,168,28,0.8095,-5.354,-0.031869,0.1959,-1.0,0.1959,7.1526,0.1765,0.25,-0.1401,-0.2335,-6.604,GRID,T-12,DOGE,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.093504, 0.03634]",0.818591,1.107587,1.0
gross,65,23,0.9231,-0.5173,-0.007959,0.0747,-1.0,0.0747,2.1286,0.0753,0.1111,-0.6443,-1.0739,-1.0729,GRID,T-12,DOGE,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.087681, 0.058392]",0.622189,0.220567,1.0
gross,12,10,0.0,-12.0,-1.0,0.0,-1.0,0.0,12.0,-1.0,-1.0,0.25,0.4167,-7.0,GRID,T-12,DOGE,YES_OUTSIDER,"[0.05,0.10)",OK,"[-1.0, -1.0]",1.0,0.16,1.0
gross,39,19,0.2051,25.6953,0.658854,7.0869,-1.0,7.0869,13.0,-1.0,9.0,0.9256,1.4465,-11.4725,GRID,T-12,DOGE,YES_OUTSIDER,"[0.10,0.15)",OK,"[-0.609601, 2.037534]",0.170915,43.306037,1.0
gross,68,25,0.1765,2.2713,0.033402,4.8559,-1.0,4.8559,16.7565,-1.0,5.6667,7.3012,11.6003,-24.0767,GRID,T-12,DOGE,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.38176, 0.478569]",0.436782,8.797853,1.0
gross,105,27,0.2286,4.5473,0.043308,3.5645,-1.0,3.5645,18.1347,-1.0,4.0,2.6389,4.3982,-15.4527,GRID,T-12,DOGE,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.368885, 0.457953]",0.421789,17.312305,1.0
gross,119,26,0.2689,-1.6357,-0.013745,2.6676,-1.0,2.6676,22.1337,-1.0,3.0,-5.5023,-9.1705,-16.6357,GRID,T-12,DOGE,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.329833, 0.302212]",0.534233,13.104904,1.0
gross,105,26,0.219,-33.1741,-0.315944,2.1229,-1.0,2.1229,33.1741,-1.0,2.3333,-0.211,-0.3484,-44.7333,GRID,T-12,DOGE,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.606083, -0.029472]",0.984508,9.513299,1.0
gross,122,27,0.3689,-0.8141,-0.006673,1.693,-1.0,1.693,21.1334,-1.0,1.8571,-6.844,-11.4067,-10.0998,GRID,T-12,DOGE,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.205402, 0.230139]",0.532234,6.256961,1.0
gross,245,28,0.3959,-29.3,-0.119592,1.2237,-1.0,1.2237,34.1596,-1.0,1.5,-0.1536,-0.256,-36.8,GRID,T-12,DOGE,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.217938, -0.024873]",0.991504,5.409491,1.0
gross,121,25,0.5041,-3.6193,-0.029912,0.9243,-1.0,0.9243,8.4979,0.8519,1.0,-0.8289,-1.3815,-8.6193,GRID,T-12,DOGE,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.165453, 0.094659]",0.688156,2.231301,1.0
gross,1,1,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,GRID,T-12,DOGE,YES_OUTSIDER,"[0.60,0.70)",INSUFFICIENT_SAMPLE,,,,
gross,15,5,0.6667,-4.8062,-0.320415,0.0194,-1.0,0.0194,4.8776,0.0204,0.0204,-0.0127,-0.0212,-4.9083,GRID,T-12,DOGE,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,,,,
gross,267,28,0.603,28.1767,0.105531,0.8334,-1.0,0.8334,11.1043,0.7241,0.9608,0.1023,0.1705,23.3727,GRID,T-12,ETH,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.013078, 0.233213]",0.049475,10.276394,1.0
gross,238,28,0.6849,14.7067,0.061793,0.5503,-1.0,0.5503,9.0393,0.4925,0.6667,0.136,0.2267,11.3734,GRID,T-12,ETH,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.040129, 0.162194]",0.11944,5.543245,1.0
gross,231,28,0.7706,9.3109,0.040307,0.3501,-1.0,0.3501,6.8886,0.3333,0.4286,0.1381,0.2301,7.168,GRID,T-12,ETH,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.035834, 0.117338]",0.15992,2.692175,1.0
gross,108,28,0.8611,2.1373,0.019789,0.1843,-1.0,0.1843,4.4488,0.1765,0.25,0.3509,0.5849,0.8873,GRID,T-12,ETH,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.061389, 0.086799]",0.307846,0.644487,1.0
gross,41,21,0.9756,2.0927,0.051041,0.0773,-1.0,0.0773,1.0,0.087,0.1111,0.1593,0.2655,1.5371,GRID,T-12,ETH,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.007716, 0.083697]",0.004498,0.053736,1.0
gross,3,3,0.0,-3.0,-1.0,0.0,-1.0,0.0,3.0,-1.0,-1.0,1.0,1.0,0.0,GRID,T-12,ETH,YES_OUTSIDER,"[0.01,0.05)",INSUFFICIENT_SAMPLE,,,,
gross,21,15,0.0952,5.7857,0.27551,12.3929,-1.0,12.3929,14.0,-1.0,13.2857,4.1111,3.7654,-16.0,GRID,T-12,ETH,YES_OUTSIDER,"[0.05,0.10)",OK,"[-1.0, 2.649068]",0.330835,22.901904,1.0
gross,43,20,0.093,-11.29,-0.262559,6.9275,-1.0,6.9275,16.0,-1.0,8.0909,-1.9103,-2.3658,-38.0,GRID,T-12,ETH,YES_OUTSIDER,"[0.10,0.15)",OK,"[-1.0, 0.524562]",0.721139,13.175926,1.0
gross,64,24,0.1562,-5.5424,-0.0866,4.8458,-1.0,4.8458,19.6667,-1.0,5.6667,-2.9169,-4.6861,-31.5146,GRID,T-12,ETH,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.587887, 0.554971]",0.606697,12.677127,1.0
gross,74,23,0.2027,-5.9132,-0.079908,3.5391,-1.0,3.5391,18.0,-1.0,4.0,-2.0293,-3.3017,-25.437,GRID,T-12,ETH,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.490732, 0.433747]",0.623188,13.648646,1.0
gross,98,27,0.2143,-20.3121,-0.207266,2.6994,-1.0,2.6994,30.4338,-1.0,3.0,-0.4431,-0.7309,-35.1582,GRID,T-12,ETH,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.487626, 0.131719]",0.907546,8.768515,1.0
gross,136,27,0.2868,-15.7333,-0.115686,2.0838,-1.0,2.0838,17.754,-1.0,2.3333,-0.4449,-0.7347,-27.2925,GRID,T-12,ETH,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.310598, 0.095297]",0.872064,7.859336,1.0
gross,141,28,0.3262,-16.8825,-0.119734,1.6982,-1.0,1.6982,21.9238,-1.0,1.8571,-0.33,-0.55,-26.1682,GRID,T-12,ETH,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.360988, 0.104655]",0.836082,10.576872,1.0
gross,276,28,0.4384,-6.115,-0.022156,1.2305,-1.0,1.2305,31.7667,-1.0,1.5,-0.7359,-1.2265,-13.615,GRID,T-12,ETH,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.147491, 0.1009]",0.65917,10.07563,1.0
gross,68,17,0.4853,-3.5217,-0.05179,0.9539,-1.0,0.9539,10.3122,-1.0,1.0,-0.8519,-1.4198,-8.5217,GRID,T-12,ETH,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.287993, 0.162309]",0.696652,3.720781,1.0
gross,6,4,0.5,-2.8743,-0.479055,0.0419,-1.0,0.0419,2.8743,-0.4898,0.0526,-0.0437,0.6521,-1.0,GRID,T-12,ETH,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,,,,
gross,224,28,0.5804,12.0377,0.05374,0.8157,-1.0,0.8157,11.6887,0.7241,0.9608,0.2394,0.3991,7.2338,GRID,T-12,SOL,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.064159, 0.157585]",0.16042,5.535024,1.0
gross,243,28,0.6091,-12.8566,-0.052908,0.555,-1.0,0.555,19.3113,0.4925,0.6667,-0.1556,-0.2593,-16.19,GRID,T-12,SOL,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.155391, 0.04549]",0.841079,5.921662,1.0
gross,223,28,0.7668,6.5126,0.029204,0.3422,-1.0,0.3422,5.4816,0.3158,0.4286,0.1974,0.329,4.3697,GRID,T-12,SOL,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.04231, 0.094998]",0.218891,2.247888,1.0
gross,140,28,0.8643,4.266,0.030472,0.1923,-1.0,0.1923,3.5678,0.1765,0.25,0.1758,0.293,3.016,GRID,T-12,SOL,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.051951, 0.103092]",0.213393,1.057477,1.0
gross,49,18,0.9184,-0.4922,-0.010045,0.078,-1.0,0.078,1.9959,0.0753,0.1111,-0.6772,-1.1287,-1.0478,GRID,T-12,SOL,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.095296, 0.057997]",0.610195,0.195136,1.0
gross,1,1,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,GRID,T-12,SOL,YES_OUTSIDER,"[0.01,0.05)",INSUFFICIENT_SAMPLE,,,,
gross,14,12,0.0,-14.0,-1.0,0.0,-1.0,0.0,14.0,-1.0,-1.0,0.2143,0.3571,-9.0,GRID,T-12,SOL,YES_OUTSIDER,"[0.05,0.10)",OK,"[-1.0, -1.0]",1.0,0.138889,1.0
gross,36,21,0.0556,-21.1648,-0.587912,6.4176,-1.0,6.4176,21.3077,-1.0,6.6923,-0.5592,-0.4647,-31.0,GRID,T-12,SOL,YES_OUTSIDER,"[0.10,0.15)",OK,"[-1.0, 0.098901]",0.990005,5.895529,1.0
gross,72,23,0.1806,2.7012,0.037516,4.7462,-1.0,4.7462,11.7368,-1.0,5.25,5.8308,9.4459,-22.8136,GRID,T-12,SOL,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.33511, 0.411593]",0.403298,7.876772,1.0
gross,92,27,0.2065,-7.3576,-0.079974,3.4549,-1.0,3.4549,22.5829,-1.0,4.0,-1.5986,-2.5918,-26.4269,GRID,T-12,SOL,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.411788, 0.280174]",0.667166,9.745173,1.0
gross,111,26,0.2613,-4.228,-0.03809,2.6818,-1.0,2.6818,34.8609,-1.0,3.0,-2.1287,-3.5114,-19.0742,GRID,T-12,SOL,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.376016, 0.259411]",0.592204,12.413553,1.0
gross,122,27,0.3033,-7.1472,-0.058584,2.1041,-1.0,2.1041,16.9936,-1.0,2.3333,-0.9794,-1.6173,-18.7064,GRID,T-12,SOL,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.266531, 0.159817]",0.702649,6.433138,1.0
gross,126,27,0.3492,-6.6694,-0.052932,1.7121,-1.0,1.7121,16.1019,-1.0,1.8571,-0.8354,-1.3923,-15.9552,GRID,T-12,SOL,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.288069, 0.16588]",0.667666,7.208676,1.0
gross,274,28,0.3796,-39.5512,-0.144347,1.2543,-1.0,1.2543,40.7251,-1.0,1.5,-0.1138,-0.1896,-47.0512,GRID,T-12,SOL,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.26061, -0.026675]",0.985007,10.496773,1.0
gross,99,24,0.5253,1.2749,0.012878,0.9284,-1.0,0.9284,8.0392,0.8519,1.0,2.3531,3.9218,-3.7251,GRID,T-12,SOL,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.153449, 0.161454]",0.46077,2.464303,1.0
